adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001213900-24-106476	1562733	SYNERGY CHC CORP.	2833	US	ME	WESTBROOK	04092	865 SPRING STREET		615-939-9004	US	ME	WESTBROOK	04092	865 SPRING STREET		US	NV	990379440	SYNERGY STRIPS CORP.	20140429	4-NON	0	1231	10-Q	20240930	2024	Q3	20241206	2024-12-06 16:05:00.0	0	1	ea0223497-10q_synergy_htm.xml	1	
0001558370-24-015423	1964789	HUT 8 CORP.	6199	US	FL	MIAMI	33131	1101 BRICKELL AVENUE, SUITE 1500		305-224-6427	US	FL	MIAMI	33131	1101 BRICKELL AVENUE, SUITE 1500		US	DE	922056803			4-NON	0	1231	10-Q	20240930	2024	Q3	20241113	2024-11-13 06:31:00.0	0	1	hut-20240930x10q_htm.xml	1	
0000050493-24-000018	50493	INGLES MARKETS INC	5411	US	NC	ASHEVILLE	28816	PO BOX 6676		828-669-2941	US	NC	ASHEVILLE	28816	PO BOX 6676		US	NC	560846267			1-LAF	0	0930	10-K	20240930	2024	FY	20241227	2024-12-27 16:15:00.0	0	1	imkt-20240928x10k_htm.xml	1	
0001477932-24-008245	1682265	RELIANT HOLDINGS, INC.	1700	US	TX	AUSTIN	78750	12343 HYMEADOW DRIVE	SUITE 3-A	512-917-2930	US	TX	AUSTIN	78750	12343 HYMEADOW DRIVE	SUITE 3-A	US	NV	472200506			4-NON	0	1231	10-Q	20240930	2024	Q3	20241220	2024-12-20 16:47:00.0	0	1	reliant_10q_htm.xml	1	
0001558370-24-014858	1267565	COLLEGIUM PHARMACEUTICAL, INC	2834	US	MA	STOUGHTON	02072	100 TECHNOLOGY CENTER DRIVE		781-713-3699	US	MA	STOUGHTON	02072	100 TECHNOLOGY CENTER DRIVE		US	VA	000000000	COLLEGIUM PHARMACEUTICAL INC	20031020	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 16:06:00.0	0	1	coll-20240930x10q_htm.xml	1	
0001825088-24-000066	1825088	DREAM FINDERS HOMES, INC.	1531	US	FL	JACKSONVILLE	32256	14701 PHILIPS HIGHWAY	SUITE 300	904.505.4242	US	FL	JACKSONVILLE	32256	14701 PHILIPS HIGHWAY	SUITE 300	US	DE	852983036			2-ACC	0	1231	10-Q	20240930	2024	Q3	20241031	2024-10-31 13:41:00.0	0	1	dfh-20240930_htm.xml	1	
0001731122-24-001812	1708331	VIRPAX PHARMACEUTICALS, INC.	2834	US	PA	BERWYN	19312	1055 WESTLAKES DRIVE, SUITE 300		610-727-4597	US	PA	BERWYN	19312	1055 WESTLAKES DRIVE, SUITE 300		US	DE	821510982	VIRPAX PHARMACEUTICALS INC.	20170602	4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 17:01:00.0	0	1	e6114_10q_htm.xml	1	
0001628280-24-041802	1127371	COMMUNITY WEST BANCSHARES	6022	US	CA	FRESNO	93720	7100 N. FINANCIAL DRIVE, #101		559-298-1775	US	CA	FRESNO	93720	7100 N. FINANCIAL DRIVE, #101		US	CA	770539125	CENTRAL VALLEY COMMUNITY BANCORP	20001117	4-NON	0	1231	10-K/A	20231231	2023	FY	20241002	2024-10-01 21:08:00.0	0	1	cvcy-20231231_htm.xml	1	
0000950170-24-125299	1653384	RUNWAY GROWTH FINANCE CORP.		US	IL	CHICAGO	60601	205 N. MICHIGAN AVE.	SUITE 4200	(312) 281-6270	US	IL	CHICAGO	60601	205 N. MICHIGAN AVE.	SUITE 4200	US	MD	475049745	RUNWAY GROWTH CREDIT FUND INC.	20170613	4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:01:00.0	0	1	rway-20240930_htm.xml	1	
0001728951-24-000166	1728951	ESSENTIAL PROPERTIES REALTY TRUST, INC.	6798	US	NJ	PRINCETON	08540	902 CARNEGIE CENTER BLVD.	SUITE 520	6094360619	US	NJ	PRINCETON	08540	902 CARNEGIE CENTER BLVD.	SUITE 520	US	MD	824005693			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241023	2024-10-23 17:04:00.0	0	1	eprt-20240930_htm.xml	1	
0001866633-24-000033	1866633	CONSENSUS CLOUD SOLUTIONS, INC.	7372	US	CA	LOS ANGELES	90017	700 S. FLOWER STREET	LEGAL DEPT - 15TH FLOOR	3238609200	US	CA	LOS ANGELES	90017	700 S. FLOWER STREET	LEGAL DEPT - 15TH FLOOR	US	DE	000000000			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241108	2024-11-07 17:59:00.0	0	1	ccs-20240930_htm.xml	1	
0001100682-24-000035	1100682	CHARLES RIVER LABORATORIES INTERNATIONAL, INC.	8731	US	MA	WILMINGTON	01887	251 BALLARDVALE ST		781-222-6000	US	MA	WILMINGTON	01887	251 BALLARDVALE ST				061397316	CHARLES RIVER LABORATORIES INTERNATIONAL INC	20000605	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241106	2024-11-06 09:17:00.0	0	1	crl-20240928_htm.xml	1	
0001298675-24-000046	1298675	CUBESMART	6798	US	PA	MALVERN	19355	5 OLD LANCASTER ROAD		610-535-5700	US	PA	MALVERN	19355	5 OLD LANCASTER ROAD		US	MD	201024732	U-STORE-IT TRUST	20040727	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241101	2024-11-01 16:38:00.0	0	1	cube-20240930x10q_htm.xml	2	1300485
0001837671-24-000054	1837671	COPPER PROPERTY CTL PASS THROUGH TRUST	6500	US	TX	PLANO	75024	6501 LEGACY DRIVE		972-243-1100	US	TX	PLANO	75024	6501 LEGACY DRIVE		US	NY	000000000			4-NON	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 16:17:00.0	0	1	cpt-20240930_htm.xml	1	
0001213900-24-102919	1536394	U.S. LIGHTING GROUP, INC.	3640	US	OH	CLEVELAND	44117	1148 EAST 222ND STREET		216-896-7000	US	OH	CLEVELAND	44117	1148 EAST 222ND STREET		US	FL	200347908	LUXURIOUS TRAVEL CORP.	20111205	4-NON	0	1231	10-Q	20240930	2024	Q3	20241126	2024-11-26 17:11:00.0	0	1	ea0221920-10q_uslight_htm.xml	1	
0001047862-24-000064	1047862	CONSOLIDATED EDISON INC	4931	US	NY	NEW YORK	10003	4 IRVING PLACE		8005225635	US	NY	NEW YORK	10003	4 IRVING PLACE		US	NY	133965100			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 16:39:00.0	0	1	ed-20240930_htm.xml	2	23632
0001213900-24-098471	1920406	ASSET ENTITIES INC.	7372	US	TX	DALLAS	75201	100 CRESCENT CT	7TH FLOOR	214-459-3117	US	TX	DALLAS	75201	100 CRESCENT CT	7TH FLOOR	US	NV	881293236			4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 16:22:00.0	0	1	ea0221018-10q_asset_htm.xml	1	
0000794323-24-000015	794323	LEVEL 3 PARENT, LLC	4813	US	CO	BROOMFIELD	80021	1025 ELDORADO BOULEVARD	BLDG 2000	7208881000	US	CO	BROOMFIELD	80021	1025 ELDORADO BOULEVARD	BLDG 2000	US	DE	470210602	LEVEL 3 COMMUNICATIONS INC	19980331	4-NON	0	1231	10-Q	20240930	2024	Q3	20241105	2024-11-05 16:04:00.0	0	1	lumn-20240930_htm.xml	1	
0001140361-24-045479	739421	CITIZENS FINANCIAL SERVICES INC	6022	US	PA	MANSFIELD	16933	15 S MAIN ST		570-662-0444	US	PA	MANSFIELD	16933	15 S MAIN ST		US	PA	232265045			4-NON	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 06:03:00.0	0	1	ef20034555_10q_htm.xml	1	
0001477932-24-007334	1520118	INTEGRATED VENTURES, INC.	6199	US	PA	TIOGA	16946	18385 ROUTE 287		(215) 613-9898	US	PA	TIOGA	16946	18385 ROUTE 287		US	NV	821725385	EMS FIND, INC.	20150320	4-NON	0	0630	10-Q	20240930	2025	Q1	20241115	2024-11-15 17:28:00.0	0	1	intv_10q_htm.xml	1	
0001759631-24-000181	1759631	HYLIION HOLDINGS CORP.	3713	US	TX	CEDAR PARK	78613	1202 BMC DRIVE, SUITE 100		(833) 495-4466	US	TX	CEDAR PARK	78613	1202 BMC DRIVE, SUITE 100		US	DE	000000000	TORTOISE ACQUISITION CORP.	20181120	4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 16:14:00.0	0	1	hyln-20240930_htm.xml	1	
0001478242-24-000117	1478242	IQVIA HOLDINGS INC.	8731	US	NC	DURHAM	27703	2400 ELLIS ROAD		919-998-2000	US	NC	DURHAM	27703	2400 ELLIS ROAD		US	DE	271341991	QUINTILES IMS HOLDINGS, INC.	20161003	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241031	2024-10-31 16:47:00.0	0	1	iqv-20240930_htm.xml	1	
0000913341-24-000048	913341	C & F FINANCIAL CORP	6022	US	VA	WEST POINT	23181	EIGHTH & MAIN STREETS	P O BOX 391	8048432360	US	VA	WEST POINT	23181	P O BOX 391		US	VA	541680165			2-ACC	0	1231	10-Q	20240930	2024	Q3	20241104	2024-11-04 11:56:00.0	0	1	cffi-20240930x10q_htm.xml	1	
0001683168-24-007704	1590418	FOCUS UNIVERSAL INC.	3823	US	CA	ONTARIO	91761	2311 EAST LOCUST STREET		917-830-6517	US	CA	ONTARIO	91761	2311 EAST LOCUST STREET		US	NV	463355876			4-NON	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-06 20:56:00.0	0	1	focus_i10q-093024_htm.xml	1	
0001493152-24-046277	1847345	POWERUP ACQUISITION CORP.	2834	US	NY	NEW YORK	10038	1200 BROADWAY, FLOOR 3		561-704-8527	US	NY	NEW YORK	10038	1200 BROADWAY, FLOOR 3		KY		000000000	POWSEDRUP ACQUISITION CORP.	20210222	4-NON	0	1231	S-4/A	20240930			20241115	2024-11-15 16:07:00.0	0	1	forms-4a_htm.xml	2	1995528
0001037976-24-000044	1037976	JONES LANG LASALLE INC	6531	US	IL	CHICAGO	60601	200 E RANDOLPH DR		3127825800	US	IL	CHICAGO	60601	C/O JONES LANG LASALLE INC	200 EAST RANDOLPH DRIVE	US	MD	364150422	LASALLE PARTNERS INC	19970417	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241106	2024-11-06 13:46:00.0	0	1	jll-20240930_htm.xml	1	
0001628280-24-046438	1824502	ARCHER AVIATION INC.	3721	US	CA	SAN JOSE	95134	190 WEST TASMAN DRIVE		650-272-3233	US	CA	SAN JOSE	95134	190 WEST TASMAN DRIVE				852730902	ATLAS CREST INVESTMENT CORP.	20200911	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241108	2024-11-07 18:09:00.0	0	1	achr-20240930_htm.xml	1	
0001982518-24-000005	1982518	SMITH DOUGLAS HOMES CORP.	1531	US	GA	WOODSTOCK	30188	110 VILLAGE TRAIL, SUITE 215		(770) 213-8067	US	GA	WOODSTOCK	30188	110 VILLAGE TRAIL, SUITE 215		US	DE	000000000			4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 17:19:00.0	0	1	sdhc-20240930_htm.xml	1	
0000950170-24-123365	933034	STRATTEC SECURITY CORP	3714	US	WI	MILWAUKEE	53209	3333 WEST GOOD HOPE ROAD		4142473333	US	WI	MILWAUKEE	53209	3333 W GOOD HOPE ROAD		US	WI	391804239			2-ACC	0	0630	10-Q	20240930	2025	Q1	20241107	2024-11-07 16:15:00.0	0	1	strt-20240929_htm.xml	1	
0000064996-24-000027	64996	MERCURY GENERAL CORP	6331	US	CA	LOS ANGELES	90010	4484 WILSHIRE BLVD		2139371060	US	CA	LOS ANGELES	90010	4484 WILSHIRE BLVD		US	CA	952211612			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241029	2024-10-29 16:09:00.0	0	1	mcy-20240930_htm.xml	1	
0001628280-24-045791	1384195	RING ENERGY, INC.	1311	US	TX	THE WOODLANDS	77380	1725 HUGHES LANDING BLVD.	SUITE 900	281-397-3699	US	TX	THE WOODLANDS	77380	1725 HUGHES LANDING BLVD.	SUITE 900	US	NV	980495938	TRANSGLOBAL MINING CORP.	20070425	2-ACC	0	1231	10-Q	20240930	2024	Q3	20241106	2024-11-06 16:57:00.0	0	1	rei-20240930_htm.xml	1	
0001974138-24-000062	1974138	NCR ATLEOS CORP	3578	US	GA	ATLANTA	30308	864 SPRING STREET NW		(832) 308-4999	US	GA	ATLANTA	30308	864 SPRING STREET NW		US	MD	923588560	NCR ATLEOS, LLC	20230802	4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:29:00.0	0	1	natl-20240930_htm.xml	1	
0000007084-24-000053	7084	ARCHER-DANIELS-MIDLAND CO	2070	US	IL	CHICAGO	60601	77 W. WACKER DR.		312-634-8233	US	IL	CHICAGO	60601	77 W. WACKER DR.		US	DE	410129150	ARCHER DANIELS MIDLAND CO	19920703	1-LAF	0	1231	10-Q/A	20240630	2024	Q2	20241118	2024-11-18 16:04:00.0	0	1	adm-20240630_htm.xml	1	
0001504337-24-000053	1441236	CLEARWATER PAPER CORP	2631	US	WA	SPOKANE	99201	601 WEST RIVERSIDE AVENUE	SUITE 1100	509.344.5900	US	WA	SPOKANE	99201	601 WEST RIVERSIDE AVENUE	SUITE 1100	US	DE	203594554	POTLATCH FOREST PRODUCTS CORP	20080728	2-ACC	0	1231	10-Q	20240930	2024	Q3	20241104	2024-11-04 16:11:00.0	0	1	clw-20240930_htm.xml	1	
0001213900-24-086270	1377936	SARATOGA INVESTMENT CORP.		US	NY	NEW YORK	10022	535 MADISON AVENUE		212 750-3343	US	NY	NEW YORK	10022	535 MADISON AVENUE		US	MD	204876925	GSC INVESTMENT CORP.	20070321	4-NON	0	0229	10-Q	20240831	2025	Q2	20241008	2024-10-08 16:01:00.0	0	1	ea0215310-10q_saratoga_htm.xml	1	
0001579091-24-000103	1579091	MAPLEBEAR INC.	7389	US	CA	SAN FRANCISCO	94105	50 BEALE STREET, SUITE 600		(888) 246-7822	US	CA	SAN FRANCISCO	94105	50 BEALE STREET, SUITE 600		US	DE	460723335			4-NON	0	1231	10-Q	20240930	2024	Q3	20241113	2024-11-13 16:10:00.0	0	1	cart-20240930_htm.xml	1	
0000074046-24-000061	74046	OIL-DRI CORP OF AMERICA	3990	US	IL	CHICAGO	60611	410 NORTH MICHIGAN AVENUE	SUITE 400	3123211515	US	IL	CHICAGO	60611	410 NORTH MICHIGAN AVENUE	SUITE 400	US	DE	362048898	OIL-DRI CORP OF AMERICA	20170417	2-ACC	0	0731	10-K	20240731	2024	FY	20241010	2024-10-10 16:09:00.0	0	1	odc-20240731_htm.xml	1	
0001213900-24-090833	1879373	GRAPHJET TECHNOLOGY	3620	MY		WILAYAHPERSEKUTUANKUALA LUMPUR	59200	LEVEL 10, TOWER 11 SANICHI, AVENUE 5	NO. 8, JALAN KERINCHI, BANGSAR SOUTH	60327047622	MY		WILAYAHPERSEKUTUANKUALA LUMPUR	59200	LEVEL 10, TOWER 11 SANICHI, AVENUE 5	NO. 8, JALAN KERINCHI, BANGSAR SOUTH	MY		000000000	ENERGEM CORP	20210820	4-NON	0	0930	S-1/A	20240630			20241025	2024-10-25 16:46:00.0	1	1	ea0217247-s1a1_graphjet_htm.xml	1	
0001683168-24-008756	1626644	ODYSSEY HEALTH, INC.	3841	US	NV	LAS VEGAS	89102	2300 WEST SAHARA AVENUE	SUITE 800-#4012	702-780-6559	US	NV	LAS VEGAS	89102	2300 WEST SAHARA AVENUE	SUITE 800-#4012	US	NV	471022125	ODYSSEY GROUP INTERNATIONAL, INC.	20141128	4-NON	0	0731	10-Q	20241031	2025	Q1	20241216	2024-12-16 16:03:00.0	0	1	odyssey_i10q-103124_htm.xml	1	
0001493152-24-046973	1932213	BLUE CHIP CAPITAL GROUP INC.	6199	US	CA	BEVERLY HILLS	90212	269 SOUTH BEVERLY DRIVE		(347) 629-1990	US	CA	BEVERLY HILLS	90212	269 SOUTH BEVERLY DRIVE		US	NV	843870355			4-NON	0	0531	10-K	20240531	2024	FY	20241120	2024-11-20 15:46:00.0	0	1	form10-k_htm.xml	1	
0000929008-24-000029	929008	WESCO INTERNATIONAL INC	5063	US	PA	PITTSBURGH	15219	225 WEST STATION SQUARE DRIVE	STE 700	4124542200	US	PA	PITTSBURGH	15219	225 WEST STATION SQUARE DRIVE	STE 700			251723342	CDW HOLDING CORP	19971217	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241031	2024-10-31 16:09:00.0	0	1	wcc-20240930_htm.xml	1	
0000950170-24-122681	1726548	BC PARTNERS LENDING CORP		US	NY	NEW YORK	10022	650 MADISON AVENUE		212-891-2880	US	NY	NEW YORK	10022	650 MADISON AVENUE		US	MD	000000000			4-NON	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-06 20:48:00.0	0	1	bcpl-20240930_htm.xml	1	
0001632790-24-000102	1632790	ENERGIZER HOLDINGS, INC.	3690	US	MO	SAINT LOUIS	63141	533 MARYVILLE UNIVERSITY DRIVE		(314) 985-2000	US	MO	SAINT LOUIS	63141	533 MARYVILLE UNIVERSITY DRIVE		US	MO	364802442	ENERGIZER SPINCO, INC.	20150204	1-LAF	1	0930	10-K	20240930	2024	FY	20241119	2024-11-19 14:43:00.0	0	1	enr-20240930_htm.xml	1	
0000874015-24-000232	874015	IONIS PHARMACEUTICALS INC	2834	US	CA	CARLSBAD	92010	2855 GAZELLE COURT		7609319200	US	CA	CARLSBAD	92010	2855 GAZELLE COURT		US	CA	330336973	ISIS PHARMACEUTICALS INC	19930328	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241106	2024-11-06 16:07:00.0	0	1	form10q_htm.xml	1	
0001493152-24-043923	880984	ACORN ENERGY, INC.	8711	US	DE	WILMINGTON	19801	1000 N WEST STREET, SUITE 1200		302-656-1708	US	DE	WILMINGTON	19801	1000 N WEST STREET, SUITE 1200		US	DE	222786081	ACORN FACTOR, INC.	20060920	4-NON	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 08:10:00.0	0	1	form10-q_htm.xml	1	
0001576942-24-000133	1576942	STITCH FIX, INC.	5961	US	CA	SAN FRANCISCO	94104	1 MONTGOMERY STREET	SUITE 1500	415-882-7765	US	CA	SAN FRANCISCO	94104	1 MONTGOMERY STREET	SUITE 1500	US	DE	275026540			2-ACC	0	0731	10-Q	20241031	2025	Q1	20241211	2024-12-11 16:14:00.0	0	1	sfix-20241102_htm.xml	1	
0000017843-24-000017	17843	CARPENTER TECHNOLOGY CORP	3312	US	PA	PHILADELPHIA	19103	BNY MELLON BUILDING	1735 MARKET STREET, 15TH FL	6102082000	US	PA	PHILADELPHIA	19103	BNY MELLON BUILDING	1735 MARKET STREET, 15TH FL	US	DE	230458500			1-LAF	0	0630	10-Q	20240930	2025	Q1	20241024	2024-10-24 16:02:00.0	0	1	crs-20240930_htm.xml	1	
0000879169-24-000172	879169	INCYTE CORP	8731	US	DE	WILMINGTON	19803	1801 AUGUSTINE CUT-OFF		3024986700	US	DE	WILMINGTON	19803	1801 AUGUSTINE CUT-OFF		US	DE	943136539	INCYTE CORP	20030318	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241029	2024-10-29 16:02:00.0	0	1	incy-20240930_htm.xml	1	
0001213900-24-091197	1947861	NATURE'S MIRACLE HOLDING INC.	3523	US	CA	UPLAND	91786	858 NORTH CENTRAL AVENUE		888-420-3694	US	CA	UPLAND	91786	858 NORTH CENTRAL AVENUE				000000000	LBBB MERGER CORP.	20220922	4-NON	0	1231	S-1/A	20240630			20241028	2024-10-28 16:28:00.0	1	1	ea0218772-s1a2_natures_htm.xml	1	
0001013871-24-000020	1013871	NRG ENERGY, INC.	4911	US	TX	HOUSTON	77002	910 LOUISIANA STREET		713-537-3000	US	TX	HOUSTON	77002	910 LOUISIANA STREET		US	DE	411724239	NRG ENERGY INC	19960509	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241108	2024-11-08 15:41:00.0	0	1	nrg-20240930_htm.xml	1	
0001628280-24-045661	1127371	COMMUNITY WEST BANCSHARES	6022	US	CA	FRESNO	93720	7100 N. FINANCIAL DRIVE, #101		559-298-1775	US	CA	FRESNO	93720	7100 N. FINANCIAL DRIVE, #101		US	CA	770539125	CENTRAL VALLEY COMMUNITY BANCORP	20001117	4-NON	0	1231	10-Q	20240930	2024	Q3	20241106	2024-11-06 15:17:00.0	0	1	cvcy-20240930_htm.xml	1	
0001335258-24-000156	1335258	LIVE NATION ENTERTAINMENT, INC.	7900	US	CA	BEVERLY HILLS	90210	9348 CIVIC CENTER DRIVE		310-867-7200	US	CA	BEVERLY HILLS	90210	9348 CIVIC CENTER DRIVE		US	DE	203247759	LIVE NATION, INC.	20060111	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 06:10:00.0	0	1	lyv-20240930_htm.xml	1	
0001477932-24-007839	1843656	ROYALTY MANAGEMENT HOLDING CORP	6794	US	IN	FISHERS	46038	12115 VISIONARY WAY SUITE 174		3173185737	US	IN	FISHERS	46038	12115 VISIONARY WAY SUITE 174		US	DE	000000000	AMERICAN ACQUISITION OPPORTUNITY INC.	20210201	4-NON	0	1231	10-Q/A	20240630	2024	Q2	20241204	2024-12-04 16:37:00.0	0	1	rmco_10qa_htm.xml	1	
0000950170-24-123233	1637715	ONKURE THERAPEUTICS, INC.	2834	US	CO	BOULDER	80301	6707 WINCHESTER CIRCLE, SUITE 400		(720) 307-2892	US	CO	BOULDER	80301	6707 WINCHESTER CIRCLE, SUITE 400		US	DE	472309515	RENEO PHARMACEUTICALS, INC.	20150325	4-NON	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 16:00:00.0	0	1	okur-20240930_htm.xml	1	
0001538263-24-000105	1538263	HOMETRUST BANCSHARES, INC.	6035	US	NC	ASHEVILLE	28801	10 WOODFIN STREET		828-259-3939	US	NC	ASHEVILLE	28801	10 WOODFIN STREET		US	MD	000000000	HOMETRUSTBANCSHARES, INC.	20111227	2-ACC	0	1231	10-Q	20240930	2024	Q1	20241108	2024-11-08 16:10:00.0	0	1	htbi-20240930_htm.xml	1	
0001493152-24-050214	1610820	BRIACELL THERAPEUTICS CORP.	2834	CA	BC	WEST VANCOUVER	V7T 2X1	3RD FLOOR, BELLEVUE CENTRE, 235-15TH STR		(604) 921-1810	CA	BC	WEST VANCOUVER	V7T 2X1	3RD FLOOR, BELLEVUE CENTRE, 235-15TH STR		CA	BC	000000000	ANSELL CAPITAL CORP.	20140613	4-NON	0	0731	10-Q	20241031	2025	Q1	20241216	2024-12-16 16:06:00.0	0	1	form10-q_htm.xml	1	
0001493152-24-043245	1532619	POWER REIT	6798	US	NY	OLD BETHPAGE	11804	301 WINDING ROAD		212-750-0373	US	NY	OLD BETHPAGE	11804	301 WINDING ROAD		US	MD	453116572			4-NON	0	1231	10-Q	20240930	2024	Q3	20241031	2024-10-31 17:25:00.0	0	1	form10-q_htm.xml	1	
0001315098-24-000250	1315098	ROBLOX CORP	7372	US	CA	SAN MATEO	94403	970 PARK PLACE		(888) 858-2569	US	CA	SAN MATEO	94403	970 PARK PLACE		US	DE	200991664			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241031	2024-10-31 08:14:00.0	0	1	rblx-20240930_htm.xml	1	
0001628280-24-044661	1253986	ARBOR REALTY TRUST INC	6798	US	NY	UNIONDALE	11553	333 EARLE OVINGTON BOULEVARD	SUITE 900	516-506-4200	US	NY	UNIONDALE	11553	333 EARLE OVINGTON BLVD STE.900		US	MD	200057959			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241101	2024-11-01 08:59:00.0	0	1	abr-20240930_htm.xml	1	
0001193125-24-255930	2018064	TORO COMBINECO, INC.	4822	US	MA	NEWTON	02466	275 GROVE STREET		617-431-9200	US	MA	NEWTON	02466	275 GROVE STREET		US	DE	992218610			4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:06:00.0	0	1	d96487d10q_htm.xml	1	
0001575872-24-001133	1805526	JANOVER INC.	6163	US	FL	BOCA RATON	33487	6401 CONGRESS AVE	STE 250	5617033614	US	FL	BOCA RATON	33487	6401 CONGRESS AVE	STE 250	US	DE	832676794	JANOVER VENTURES LLC	20200304	4-NON	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 16:01:00.0	0	1	jnvr-20240930_htm.xml	1	
0001316944-24-000221	1316944	FEDERAL HOME LOAN BANK OF SAN FRANCISCO	6111	US	CA	SAN FRANCISCO	94104	333 BUSH STREET, SUITE 2700		(415) 616-1000	US	CA	SAN FRANCISCO	94104	333 BUSH STREET, SUITE 2700		US		946000630			4-NON	0	1231	10-Q	20240930	2024	Q3	20241101	2024-11-01 08:01:00.0	0	1	fhlbsf-20240930_htm.xml	1	
0000840489-24-000127	840489	FIRSTCASH HOLDINGS, INC.	5900	US	TX	FORT WORTH	76102	1600 WEST 7TH STREET		817-258-2650	US	TX	FORT WORTH	76102	1600 WEST 7TH STREET		US	DE	752237318	FIRSTCASH, INC	20160830	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241028	2024-10-28 15:16:00.0	0	1	fcfs-20240930_htm.xml	1	
0001541401-24-000033	1541401	EMPIRE STATE REALTY TRUST, INC.	6798	US	NY	NEW YORK	10120	111 WEST 33RD STREET, 12TH FL		212-850-2600	US	NY	NEW YORK	10120	111 WEST 33RD STREET, 12TH FL		US	MD	371645259			1-LAF	1	1231	10-K/A	20231231	2023	FY	20241008	2024-10-08 08:12:00.0	0	1	esrt-20231231_htm.xml	1	
0001079973-24-001508	888981	NOCOPI TECHNOLOGIES INC/MD/	3944	US	PA	KING OF PRUSSIA	19406	480 SHOEMAKER ROAD	SUITE 104	6108349600	US	PA	KING OF PRUSSIA	19406	480 SHOEMAKER ROAD	SUITE 104	US	MD	870406496			4-NON	0	1231	10-Q	20240930	2024	Q3	20241113	2024-11-13 16:05:00.0	0	1	nnup_10q-093024_htm.xml	1	
0001493152-24-044980	1597846	GREENPRO CAPITAL CORP.	8742	MY		59200 KUALA LUMPUR	000000	B-7-5 NORTHPOINT OFFICE, MID VALLEY CITY	NO.1, MEDAN SYED PUTRA UTARA	(603) 2201-3192	MY		59200 KUALA LUMPUR	000000	B-7-5 NORTHPOINT OFFICE, MID VALLEY CITY	NO.1, MEDAN SYED PUTRA UTARA	US	NV	981146821	GREENPRO, INC.	20140122	4-NON	0	1231	10-Q	20240930	2024	Q3	20241113	2024-11-13 08:44:00.0	0	1	form10-q_htm.xml	1	
0001493152-24-044484	1871181	QUALIS INNOVATIONS, INC.	3841	US	CO	CENTENNIAL	80122	6898 S. UNIVERSITY BLVD.,	SUITE 100	303-874-7474	US	CO	CENTENNIAL	80122	6898 S. UNIVERSITY BLVD.,	SUITE 100	US	NV	842488498			4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 06:35:00.0	0	1	form10-q_htm.xml	1	
0001558370-24-016001	1067294	CRACKER BARREL OLD COUNTRY STORE, INC	5812	US	TN	LEBANON	370880787	PO BOX 787		6154439217	US	TN	LEBANON	37087	PO BOX 787				620812904	CBRL GROUP INC	19980730	1-LAF	0	0731	10-Q	20241031	2025	Q1	20241204	2024-12-04 12:24:00.0	0	1	cbrl-20241101x10q_htm.xml	1	
0001493152-24-044787	1873835	IMMIX BIOPHARMA, INC.	2834	US	CA	LOS ANGELES	90064	11400 WEST OLYMPIC BLVD.	SUITE 200	(888) 958-1084	US	CA	LOS ANGELES	90064	10573 W. PICO BLVD.	#58	US	DE	454869378			4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:31:00.0	0	1	form10-q_htm.xml	1	
